YearStart,LocationAbbr,Datasource,Class,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43,35.8,50.5,303,,,,"$35,000 - $49,999"
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32.3,28.5,36.4,1021,,,,"$50,000 - $74,999"
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.4,42.6,48.3,1622,,High school graduate,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,52.2,48.2,56.2,861,,Less than high school,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.4,23.9,27,4264,65 or older,,,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41,38.6,43.5,2111,55 - 64,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,15.8,13.9,17.9,2313,,Some college or technical school,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.5,25.3,47.2,181,,,,"Less than $15,000"
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.9,33.8,54.4,129,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.3,41,49.6,1339,,,,
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.3,38.1,48.7,1319,,,,"$50,000 - $74,999"
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,60.1,40.6,76.9,66,,,,
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,14.8,13.5,16.2,4896,,College graduate,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.4,42.8,56,329,,,,"$25,000 - $34,999"
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.3,39.7,44.9,2365,65 or older,,,
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29.6,24.2,35.7,290,35 - 44,,,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.5,35.5,51.8,310,,Less than high school,,
2019,TN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.4,41,51.8,568,25 - 34,,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.4,22.9,54.5,60,,,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.3,34.3,38.4,3514,,Some college or technical school,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,14.5,12,17.3,1240,,,,"$75,000 or greater"
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.1,37.9,42.4,3517,,,Female,
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.6,35.1,42.2,2639,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20.8,18.1,23.9,1067,55 - 64,,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,16,13.9,18.5,1916,65 or older,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.5,34.4,42.7,1524,55 - 64,,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.3,38.8,41.9,7125,,,,
2019,RI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39,33.1,45.3,583,,,,"$15,000 - $24,999"
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.8,20.9,31.4,586,,,,"$35,000 - $49,999"
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.2,45.3,49.2,4061,,,,
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33,30.7,35.3,3761,,College graduate,,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.1,36.8,41.6,4358,,,Male,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.9,39,44.9,1685,65 or older,,,
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.7,40.4,47,1366,,,,"$75,000 or greater"
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.2,41.5,44.8,6394,,,,
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.7,38.4,45.1,1135,,High school graduate,,
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.3,47.3,53.4,1920,,,Male,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.2,36.9,45.6,1476,,,,"$15,000 - $24,999"
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.2,43.1,45.4,21463,18 - 24,,,
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.3,29.6,45.8,221,,,,"$15,000 - $24,999"
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.1,30.8,39.7,1060,,College graduate,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.1,32.6,41.7,598,,,,
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40,38.3,41.8,10491,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.8,35.1,44.7,671,,,,"$35,000 - $49,999"
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.4,42.3,46.5,3443,,,Male,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.1,45.2,51,1773,,,Male,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.2,40,46.4,1676,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.8,42.1,47.5,2447,,,Male,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.2,32.8,41.7,763,35 - 44,,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,30.3,27.9,32.8,2675,65 or older,,,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47,43.3,50.8,1215,,,Male,
2019,UT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.7,39.1,48.4,971,45 - 54,,,
2019,NH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.4,32,41,714,45 - 54,,,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41,37.8,44.2,1747,,,,"$75,000 or greater"
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.2,32.7,37.8,1977,,,,"$75,000 or greater"
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,56.2,51.5,60.8,742,25 - 34,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.4,31,42.2,473,,,,
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.6,36.9,44.4,1573,,,,Data not reported
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.5,37.5,59.6,97,,,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38,31,45.6,401,,,,"$25,000 - $34,999"
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.3,33.9,43,1506,35 - 44,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.3,36.7,48,732,,,,"$35,000 - $49,999"
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.2,45.1,55.3,540,35 - 44,,,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.9,37.1,53,452,,Less than high school,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.1,33.8,40.6,1392,55 - 64,,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.1,30.9,35.2,2710,,College graduate,,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.8,42.5,49.1,1088,25 - 34,,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.7,37.9,45.7,1143,,,,"$35,000 - $49,999"
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.4,25.3,53.4,63,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.6,37.1,44.1,1046,18 - 24,,,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.7,37.4,41.9,2963,,,Male,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.4,45.5,49.4,4332,,,,
2019,NY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.2,31.7,34.7,8411,,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32.4,25.5,40.2,269,,,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.6,29.4,44.4,231,,,,
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.2,31.7,36.6,2774,65 or older,,,
2019,KY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.7,44.2,57.2,589,,,,"Less than $15,000"
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.4,35.6,43.4,1196,,,,"$50,000 - $74,999"
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.2,36,40.4,2681,,,Male,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.6,31.2,42.4,668,,,,"$35,000 - $49,999"
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32.2,30.2,34.2,2855,65 or older,,,
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.7,26.6,41.7,270,,,,Data not reported
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.2,42.4,50,897,,High school graduate,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.2,34.8,41.7,1128,,,,"$50,000 - $74,999"
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.8,32.1,43.9,503,,,,"$25,000 - $34,999"
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.9,24.3,51.6,78,,,,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.2,29.7,32.8,7300,,College graduate,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,23.8,19.1,29.2,600,,,,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,29,24.7,33.6,886,,,,"$50,000 - $74,999"
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,21.9,13.6,33.3,196,,,,
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.4,25.7,50.8,85,,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.1,20.7,30.1,557,,Some college or technical school,,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38,36.5,39.7,6092,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.8,47,52.5,2142,,,Male,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,17.7,15.6,19.9,1583,45 - 54,,,
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.7,31.8,37.8,1405,55 - 64,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,17.4,13.6,21.8,532,,,,"$75,000 or greater"
2019,KY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.9,42.6,53.2,750,25 - 34,,,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.7,45.2,50.2,2529,,,Male,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,17.5,15.6,19.6,2689,,,Female,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,58.2,46.8,68.8,191,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44,40.2,47.8,975,45 - 54,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.3,29.5,33.2,2952,,College graduate,,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.6,40.5,46.8,1478,,,,"$75,000 or greater"
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,15.1,12.6,18,1021,35 - 44,,,
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.3,36.2,42.5,1753,,High school graduate,,
2019,SD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.2,34.6,48.2,826,,,,"$35,000 - $49,999"
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,21.5,17.8,25.8,714,,College graduate,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.3,39.1,61.5,144,,Less than high school,,
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.9,35.5,48.5,538,,,,"$35,000 - $49,999"
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.8,24.1,47.2,94,,,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.3,41.6,49,1139,,,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.7,36.8,44.7,943,35 - 44,,,
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.9,31.5,38.5,1108,65 or older,,,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.6,39.8,43.5,6746,,,Male,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.6,38.8,48.5,1022,,,,"$15,000 - $24,999"
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.9,35.3,38.6,4385,,Some college or technical school,,
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.7,33.5,54.5,143,,,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35,32.4,37.6,1872,,College graduate,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.3,37.3,43.3,1277,45 - 54,,,
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.8,38.3,43.4,1768,55 - 64,,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.5,35.6,43.4,972,,,,"$35,000 - $49,999"
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.6,35.5,45.9,492,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,30,26,34.3,1021,,,,"$15,000 - $24,999"
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.8,39.5,52.2,551,,,,"$15,000 - $24,999"
2019,TN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.4,43,49.9,1620,,High school graduate,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,16.4,14.2,18.8,1401,35 - 44,,,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.5,26,56.9,81,,,,
2019,NY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.7,32.9,38.7,1830,45 - 54,,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.6,41.4,51.9,496,25 - 34,,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.5,36.7,48.5,650,,,,Data not reported
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.2,43.4,53,580,25 - 34,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,51.9,46.5,57.3,912,,,,
2019,TN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.5,38.2,50.8,477,,Less than high school,,
2019,KY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.4,35.3,41.6,2422,,College graduate,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48.7,42.4,55,370,,Less than high school,,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.5,37.9,45.1,1132,25 - 34,,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.9,33.8,38,3693,,,Female,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45,43.3,46.8,4776,,,Male,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.7,39.9,45.6,1826,,High school graduate,,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.1,44.9,55.4,640,,,,"Less than $15,000"
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.1,32.9,41.5,880,,,,"$25,000 - $34,999"
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.1,41,47.2,1884,,Some college or technical school,,
2019,TN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.5,35.8,43.2,1296,,,,"$75,000 or greater"
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,WY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,16.9,14.5,19.5,2342,,,Female,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.8,30.5,37.3,1314,35 - 44,,,
2019,AL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49,43.6,54.5,556,,Less than high school,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33,32.5,33.5,141968,,College graduate,,
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,28.7,26.6,31,2161,,College graduate,,
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,58.4,52.6,63.9,404,,Less than high school,,
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22.6,11.7,39.2,63,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.1,36.3,39.9,3883,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20,17,23.4,1337,,,,Data not reported
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.7,22,43.4,124,,,,
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,28.4,25.9,31.2,1496,65 or older,,,
2019,TX,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.2,34.9,45.8,1092,,,,"$35,000 - $49,999"
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,15.9,12.6,19.9,532,35 - 44,,,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.4,37,41.8,2535,,Some college or technical school,,
2019,NY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41,37.6,44.5,1337,45 - 54,,,
2019,VA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,24.7,22.1,27.4,1953,,High school graduate,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,53.1,49.9,56.2,1511,,,,"$15,000 - $24,999"
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.1,32.2,38.1,1929,,Some college or technical school,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,52.7,48.2,57.2,696,45 - 54,,,
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,24,21.1,27.2,1597,,,,Data not reported
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.1,37,53.5,275,25 - 34,,,
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.7,26.6,54.4,57,,,,
2019,SD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.7,28.3,52.4,353,,,,"Less than $15,000"
2019,RI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.3,36.3,48.6,426,25 - 34,,,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.8,29.9,40.1,677,35 - 44,,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,26.9,23,31.2,1023,,,Male,
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47,41,52.9,406,,Less than high school,,
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.7,36.1,49.5,341,,High school graduate,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,51.8,42.4,61,208,18 - 24,,,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.8,42.4,53.2,706,,,,Data not reported
2019,OK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,48,43.3,52.8,665,,,,"$35,000 - $49,999"
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.5,44.1,48.9,2877,,,Male,
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,30.1,26.5,34,1148,,,,"$15,000 - $24,999"
2019,CT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.5,23.7,44.8,107,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.3,42.7,50.1,1366,,High school graduate,,
2019,AZ,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,37.7,31.2,44.6,524,,Less than high school,,
2019,NM,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.6,37.1,42.2,2925,,,Female,
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.1,41.1,45.1,6342,,,,
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.3,33.3,35.4,12072,,,,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.8,38.6,51.2,708,,,,"Less than $15,000"
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.1,41.4,48.9,1037,55 - 64,,,
2019,OR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.8,33,40.6,742,25 - 34,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.8,30.6,47.6,150,,,,
2019,UT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.6,31.4,56.6,100,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,45.4,42.2,48.7,1729,,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,54.6,46.5,62.6,417,45 - 54,,,
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.7,32.4,39.1,1973,,,,"$75,000 or greater"
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,36.1,32.4,40,2592,,,,Data not reported
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,GU,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,33.8,26.1,42.5,251,,,,"$35,000 - $49,999"
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.2,45.1,53.4,918,,,,"$35,000 - $49,999"
2019,KY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,MO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.2,29.1,54.6,90,,,,
2019,ID,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.6,32.6,38.7,2583,,,Female,
2019,ND,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,50.6,40.4,60.7,173,,,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,38.1,30.1,46.7,205,,,,"$50,000 - $74,999"
2019,OH,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,58.1,53,63.1,1010,,,,"Less than $15,000"
2019,MN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.4,38,40.8,6882,,,Male,
2019,CA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,35.5,33.8,37.3,4748,,,,
2019,PR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.9,41.9,46,3517,,,Female,
2019,MD,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,47.7,41.9,53.5,796,,,,"Less than $15,000"
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,TN,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.1,37,43.3,1432,,Some college or technical school,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.9,41.9,44,26472,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,46.3,44.5,48.2,4911,,,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,49.9,47.5,52.2,2711,,,,
2019,NY,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32,30.2,33.7,6432,,,Female,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,43.8,41.7,45.9,4465,,High school graduate,,
2019,CO,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.6,29.8,33.4,3843,,College graduate,,
2019,WV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,21.8,17.5,26.7,593,,,,Data not reported
2019,WA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.9,39.4,44.5,2421,,High school graduate,,
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.3,34.1,48.9,319,,,,"$15,000 - $24,999"
2019,KS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.7,36.2,53.6,167,,,,
2019,SC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,40.9,37.9,44,1743,,,,"$75,000 or greater"
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.9,37.7,46.3,909,,,,"$75,000 or greater"
2019,WI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.5,35.2,48.1,438,,,,"$25,000 - $34,999"
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,44.1,40,48.3,723,45 - 54,,,
2019,MT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.1,38,46.3,836,,,,"$35,000 - $49,999"
2019,VT,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,39.1,25.4,54.7,111,,,,
